index	speaker	sentiment	movingave(bin 20)	text	movingave
1521	Amanda	Neutral	-0.13889	Already summer!	-0.061373652
1522	Amanda	Neutral	-0.16667	- I ran to the trunk an' pulled out this light dress - Terribly old!	-0.089153652
1523	Amanda	Positive	-0.16667	Historical almost!	-0.089153652
1524	Amanda	None	-0.19444	"But feels so good - so good an' co-ol, y' know...."	-0.116923652
1525		None	-0.16667	 	-0.089153652
1526	Tom	Positive	-0.13889	TOM: Mother.	-0.061373652
1527	Amanda	Neutral	-0.13889	"AMANDA: Yes, honey?"	-0.061373652
1528	Tom	Neutral	-0.19444	TOM: How about - supper?	-0.116923652
1529	Amanda	Neutral	-0.19444	"A M A N D A: Honey, you go ask Sister if supper is ready !"	-0.116923652
1530	Amanda	Negative	-0.19444	You know that Sister is in full charge of supper!	-0.116923652
1531	Amanda	Neutral	-0.16667	Tell her you hungry boys are waiting for it.	-0.089153652
1532		None	-0.13889	[To JIM]	-0.061373652
1533		None	-0.13889	 	-0.061373652
1534	Amanda	Neutral	-0.13889	Have you met Laura?	-0.061373652
1535	Jim	Neutral	-0.13889	JIM: She-.	-0.061373652
1536	Amanda	Neutral	-0.16667	AMANDA: Let you in?	-0.089153652
1537	Amanda	Positive	-0.13889	"Oh, good, you've met already!"	-0.061373652
1538	Amanda	Positive	-0.13514	It's rare for a girl as sweet an' pretty as Laura to be domestic!	-0.057623652
1539	Amanda	Negative	-0.16216	"But Laura is, thank heavens, not only pretty but also very domestic."	-0.084643652
1540	Amanda	Negative	-0.13514	I'm not at all.	-0.057623652
1541	Amanda	Neutral	-0.16216	I never was a bit.	-0.084643652
1542	Amanda	Negative	-0.16216	I never could make a thing but angel-food cake.	-0.084643652
1543	Amanda	Neutral	-0.10811	"Well, in the South we had so many servants."	-0.030593652
1544	Amanda	Negative	-0.13514	"Gone, gone, gone."	-0.057623652
1545	Amanda	Neutral	-0.15789	All vestige of gracious living !	-0.080373652
1546	Amanda	Neutral	-0.15385	Gone completely!	-0.076333652
1547	Amanda	Negative	-0.17949	I wasn't prepared for what the future brought me.	-0.101973652
1548	Amanda	Negative	-0.17949	All of my gentlemen callers were sons of planters and so of course I assumed that I would be married to one and raise my family on a large piece of land with plenty of servants.	-0.101973652
1549	Amanda	Neutral	-0.15385	But man proposes and woman accepts the proposal !	-0.076333652
1550	Amanda	Negative	-0.17949	"- To vary that old, old saying a little bit - I married no planter!"	-0.101973652
1551	Amanda	Neutral	-0.12821	I married a man who worked for the telephone company!	-0.050693652
1552	Amanda	Neutral	-0.15385	- That gallantly smiling gentleman over there!	-0.076333652
1553		Neutral	-0.15	[Points to the picture.]	-0.072483652
1554	Amanda	Negative	-0.17073	A telephone man who - fell in love with long distance I - Now he travels and I don't even know where !	-0.093213652
1555	Amanda	Neutral	-0.14634		-0.068823652
1556	Amanda	Neutral	-0.17073	Tell me yours ?	-0.093213652
1557	Amanda	Neutral	-0.14634	I hope you don't have any !	-0.068823652
1558	Amanda	Neutral	-0.19512	Tom?	-0.117603652
1559	Tom	Neutral	-0.19512	"TOM [returning]: Yes, Mother?"	-0.117603652
1560	Amanda	Neutral	-0.17073	AMANDA: Is supper nearly ready?	-0.093213652
1561	Tom	Negative	-0.14634	TOM: It looks to me like supper is on the table.	-0.068823652
1562	Amanda	Neutral	-0.17073	AMANDA: Let me look - [She rises prettily and looks through portieres.]	-0.093213652
1563	Amanda	Very Positive	-0.14634	"Oh, lovely !"	-0.068823652
1564	Amanda	Neutral	-0.12195		-0.044433652
1565	Tom	Negative	-0.097561	TOM: Laura is not feeling well - and she says that she thinks she'd better not come to the table.	-0.020044652
1566	Amanda	Neutral	-0.097561	AMANDA: What?	-0.020044652
1567	Amanda	Neutral	-0.097561	- Nonsense !	-0.020044652
1568	Amanda	Neutral	-0.073171		0.004345348
1569	Amanda	Positive	-0.073171	"Oh, Laura !"	0.004345348
1570	Laura	Negative	-0.04878	"LAURA [off stage, faintly]: Yes, Mother."	0.028736348
1571	Amanda	Positive	-0.04878	AMANDA: You really must come to the table.	0.028736348
1572	Amanda	Negative	-0.04878	We won't be seated until you come to the table !	0.028736348
1573	Amanda	Neutral	-0.04878	"Come in, Mr O'Connor."	0.028736348
1574	Amanda	Negative	-0.04878	"You sit over there, and I'll Laura - Laura Wingfield !"	0.028736348
1575	Amanda	Positive	-0.02439	"You're keeping us waiting, honey !"	0.053126348
1576	Amanda	Negative	-0.02439	We can't say grace.	0.053126348
1577	Amanda	Positive	-0.02439	until you come to the table !	0.053126348
1578		Negative	-0.02439	[The back door is pushed weakly open and LAURA comes in.	0.053126348
1579		Positive	-0.02439	"She is obviously quite faint, her lips trembling, her eyes wide and staring."	0.053126348
1580		Neutral	-0.02439	She moves unsteadily toward the table.	0.053126348
1581		Neutral	-0.02439	LEGEND: ' TERROR!'	0.053126348
1582		Negative	0.02439	Outside a summer storm is coming abruptly.	0.101906348
1583		Neutral	0.02439	The white curtains billow inward at the windows and there is a sorrowful murmur and deep blue dusk.	0.101906348
1584		Positive	-0.025	LAURA suddenly stumbles - she catches at a chair with a faint moan.]	0.052516348
1585	Tom	Neutral	-0.025641	TOM: Laura!	0.051875348
1586	Amanda	Neutral	0	AMANDA: Laura !	0.077516348
1587		Neutral	0.025641	.	0.103157348
1588		Neutral	0.026316	LEGEND: ' AH!']	0.103832348
1589	Amanda	Negative	0.026316	"[Despairingly] Why, Laura, you are sick, darling !"	0.103832348
1590	Amanda	Positive	0	"Tom, help your sister into the living-room, dear !"	0.077516348
1591	Amanda	Negative	0.026316	"Sit in the living-room, Laura - rest on the sofa."	0.103832348
1592	Amanda	Neutral	0	Well !	0.077516348
1593		Neutral	0.027778	[To the gentleman caller.]	0.105294348
1594	Amanda	Neutral	0.028571	Standing over the hot stove made her ill !	0.106087348
1595	Amanda	Neutral	0.058824	"- I told her that was just - too warm this evening, but -."	0.136340348
1596		Neutral	0.030303	[Tom comes back in.	0.107819348
1597		Neutral	0.0625	LAURA is on the sofa.]	0.140016348
1598	Amanda	Neutral	0.03125	Is Laura all right now?	0.108766348
1599	Tom	Neutral	0.0625	TOM: Yes.	0.140016348
1600	Amanda	Neutral	0.03125	AMANDA: What is that?	0.108766348
1601	Amanda	Neutral	0.0625	Rain?	0.140016348
1602	Amanda	Positive	0.03125	A nice cool rain has come up!	0.108766348
1603		Neutral	0.0625	[She gives the gentleman caller a frightened look.]	0.140016348
1604		None	0.0625	I think we may - have grace - now ...	0.140016348
1605		None	0.03125	 	0.108766348
1606		Neutral	0.03125	[Tom looks at her steadily.]	0.108766348
1607	Amanda	Positive	0.03125	"Tom, honey - you say grace !"	0.108766348
1608	Tom	None	0.03125	TOM: Oh ...	0.108766348
1609	Tom	Neutral	0.03125	'For these and all thy mercies-.'	0.108766348
1610		Neutral	0.0625	"[They bow their heads, AMANDA stealing a nervous glance at JIM."	0.140016348
1611		Neutral	0.03125	"In the living-room LAURA, stretched on the sofa, clenches her hand to her lips, to hold back a shuddering sob.]"	0.108766348
1612		None	0.0625	God's Holy Name be praised	0.140016348
1613		None	0.0625	 	0.140016348
1614		None	0.0625	THE SCENE DIMS OUT	0.140016348
1615		None	0.09375	 	0.171266348
1616		None	0.09375	A SOUVENIR	0.171266348
1617		None	0.09375	SCENE 7.	0.171266348
1618		Neutral	0.09375	Half an hour later.	0.171266348
1619		Neutral	0.09375	Dinner is just being finished in the upstage area which is concealed by the drawn portieres.	0.171266348
1620		Neutral	0.125	"[As the curtain rises LAURA is still huddled upon the sofa, her feet drawn under her, her head resting on a pale blue pillow, her eyes wide and mysteriously watchful."	0.202516348
1621		Positive	0.125	"The new floor lamp with its shade of rose-coloured silk gives a soft, becoming light to her face, bringing out the fragile, unearthly prettiness which usually escapes attention."	0.202516348
1622		Negative	0.09375	"There is a steady murmur of rain, but it is slackening and stops soon after the scene begins; the air outside becomes pale and luminous as the moon breaks out."	0.171266348
1623		Neutral	0.0625	"A moment after the curtain rises, the lights in both rooms flicker and go out.]"	0.140016348
1624	Jim	Neutral	0.03125	"JIM: Hey, there, Mr Light Bulb !"	0.108766348
1625		Neutral	0.030303	[AMANDA laughs nervously.	0.107819348
1626		Neutral	0	LEGEND: 'SUSPENSION OF A PUBLIC SERVICE!	0.077516348
1627		Neutral	-0.029412	.]	0.048104348
1628	Amanda	Neutral	-0.058824	AMANDA: Where was Moses when the lights went out?	0.018692348
1629	Amanda	Neutral	-0.057143	Ha-ha.	0.020373348
1630	Amanda	Neutral	-0.057143	"Do you know the answer to that one, Mr O'Connor?"	0.020373348
1631	Jim	Neutral	-0.028571	"JIM: No, Ma'am, what's the answer?"	0.048945348
1632	Amanda	Neutral	-0.028571	AMANDA: In the dark!	0.048945348
1633		Neutral	-0.027778	[JIM laughs appreciatively.]	0.049738348
1634	Amanda	Neutral	-0.054054	Everybody sit still.	0.023462348
1635	Amanda	Positive	-0.052632	I'll light the candles.	0.024884348
1636	Amanda	Neutral	-0.076923	Isn't it lucky we have them on the table?	0.000593348
1637	Amanda	Neutral	-0.075	Where's a match?	0.002516348
1638	Amanda	Neutral	-0.04878	Which of you gentlemen can provide a match?	0.028736348
1639	Jim	Neutral	-0.04878	JIM: Here.	0.028736348
1640	Amanda	Positive	-0.04878	"AMANDA: Thank you, Sir."	0.028736348
1641	Jim	Neutral	-0.02439	"JIM: Not at all, Ma'am!"	0.053126348
1642	Amanda	Negative	-0.04878	AMANDA: I guess the fuse has burnt out.	0.028736348
1643	Amanda	Neutral	-0.02439	"Mr O'Connor, can you tell a burnt-out fuse?"	0.053126348
1644	Amanda	Negative	-0.02439	I know I can't and Tom is a total loss when it comes to mechanics.	0.053126348
1645		Neutral	0	[SOUND: GETTING UP: VOICES RECEDE A LITTLE TO KITCHENETTE.]	0.077516348
1646	Amanda	Negative	0	"Oh, be careful you don't bump into something."	0.077516348
1647	Amanda	Negative	0	We don't want our gentleman caller to break his neck.	0.077516348
1648	Amanda	Neutral	0	Now wouldn't that be a fine howdy-do?	0.077516348
1649	Jim	Neutral	-0.02439	JIM: Ha-ha!	0.053126348
1650	Jim	Neutral	-0.04878	Where is the fuse-box?	0.028736348
1651	Amanda	Positive	-0.04878	AMANDA: Right here next to the stove.	0.028736348
1652	Amanda	Neutral	-0.04878	Can you see anything?	0.028736348
1653	Jim	Neutral	-0.04878	JIM: just a minute.	0.028736348
1654	Amanda	Negative	-0.04878	AMANDA: Isn't electricity a mysterious thing?	0.028736348
1655	Amanda	Neutral	-0.02439	Wasn't it Benjamin Franklin who tied a key to a kite?	0.053126348
1656	Amanda	Negative	-0.04878	"We live in such a mysterious universe, don't we?"	0.028736348
1657	Amanda	Neutral	-0.073171	Some people say that science clears up all the mysteries for us.	0.004345348
1658	Amanda	Positive	-0.073171	In my opinion it only creates more !	0.004345348
1659	Amanda	Neutral	-0.04878	Have you found it yet?	0.028736348
1660	Jim	Neutral	-0.073171	"JIM: No, Ma'am."	0.004345348
1661	Jim	Positive	-0.073171	All these fuses look okay to me.	0.004345348
1662	Amanda	Neutral	-0.073171	AMANDA:Tom!	0.004345348
1663	Tom	Neutral	-0.04878	"TOM: Yes, Mother?"	0.028736348
1664	Amanda	Neutral	-0.073171	AMANDA: That light bill I gave you several days ago.	0.004345348
1665	Amanda	Positive	-0.02439	The one I told you we got the notices about?	0.053126348
1666		Neutral	-0.02439	[LEGEND: 'HA!']	0.053126348
1667	Tom	Neutral	0	TOM: Oh.	0.077516348
1668	Tom	Neutral	0.02439		0.101906348
1669	Amanda	Negative	0.02439	AMANDA: You didn't neglect to pay it by any chance?	0.101906348
1670	Tom	Negative	0.02439	"TOM: Why, I -."	0.101906348
1671	Amanda	Neutral	0	AMANDA: Didn't !	0.077516348
1672	Amanda	Neutral	-0.02439	I might have known it !	0.053126348
1673	Jim	Neutral	-0.04878	"JIM: Shakespeare probably wrote a poem on that light bill, Mrs Wingfield."	0.028736348
1674	Amanda	Neutral	-0.04878	AMANDA: I might have known better than to trust him with it!	0.028736348
1675	Amanda	Positive	-0.02439	There's such a high price for negligence in this world!	0.053126348
1676	Jim	Neutral	0	JIM: Maybe the poem will win a ten-dollar prize.	0.077516348
1677	Amanda	Negative	0.02439	"AMANDA: We'll just have to spend the remainder of the evening in the nineteenth century, before Mr Edison made the Mazda lamp!"	0.101906348
1678	Jim	Neutral	0.02439	JIM: Candlelight is my favourite kind of light.	0.101906348
1679	Amanda	Positive	-0.02439	AMANDA: That shows you're romantic!	0.053126348
1680	Amanda	Negative	-0.02439	But that's no excuse for Tom.	0.053126348
1681	Amanda	Positive	-0.02439	"Well, we got through dinner."	0.053126348
1682	Amanda	Neutral	-0.04878	"Very considerate of them to let us get through dinner before they plunged us into ever-lasting darkness, wasn't it, Mr O'Connor?"	0.028736348
1683	Jim	Neutral	-0.04878	JIM: Ha-ha !	0.028736348
1684	Amanda	Negative	-0.04878	"A M A N D A: Tom, as a penalty for your carelessness you can help me with the dishes."	0.028736348
1685	Jim	Positive	-0.04878	JIM: Let me give you a hand.	0.028736348
1686	Amanda	Neutral	-0.073171	A M A N D A: Indeed you will not !	0.004345348
1687	Jim	Neutral	-0.097561	JIM: I ought to be good for something.	-0.020044652
1688	Amanda	Neutral	-0.097561	AMANDA: Good for something?	-0.020044652
1689	Amanda	Neutral	-0.12195	[Her tone is rhapsodic.]	-0.044433652
1690	Amanda	Neutral	-0.12195	You?	-0.044433652
1691	Amanda	Negative	-0.12195	"Why, Mr O'Connor, nobody, nobody's given me this much entertainment in years - as you have !"	-0.044433652
1692	Jim	Neutral	-0.097561	"JIM: Aw, now, Mrs Wingfield !"	-0.020044652
1693	Amanda	Negative	-0.12195	"AMANDA: I'm not exaggerating, not one bit!"	-0.044433652
1694	Amanda	Neutral	-0.12195	But Sister is all by her lonesome.	-0.044433652
1695	Amanda	Neutral	-0.12195	You go keep her company in the parlour !	-0.044433652
1696	Amanda	Positive	-0.14634	I'll give you this lovely old candelabrum that used to be on the altar at the church of the Heavenly Rest.	-0.068823652
1697	Amanda	Neutral	-0.14634	It was melted a little out of shape when the church burnt down.	-0.068823652
1698	Amanda	Neutral	-0.097561	Lightning struck it one spring.	-0.020044652
1699	Amanda	Negative	-0.097561	Gypsy Jones was holding a revival at the time and he intimated that the church was destroyed because the Episcopalians gave card parties.	-0.020044652
1700	Jim	Neutral	-0.097561	JIM: Ha-ha.	-0.020044652
1701	Amanda	Neutral	-0.04878	AMANDA: And how about you coaxing Sister to drink a little wine?	0.028736348
1702	Amanda	Neutral	-0.097561	I think it would be good for her !	-0.020044652
1703	Amanda	Neutral	-0.097561	Can you carry both at once?	-0.020044652
1704	Jim	Neutral	-0.073171	JIM: Sure.	0.004345348
1705	Jim	Neutral	-0.04878	I'm Superman!	0.028736348
1706	Amanda	Neutral	-0.097561	"AMANDA: Now, Thomas, get into this apron !"	-0.020044652
1707		Negative	-0.097561	[The door of kitchenette swings closed on Amanda's gay laughter; the flickering light approaches the portieres.	-0.020044652
1708		Neutral	-0.097561	LAURA sits up nervously as he enters.	-0.020044652
1709		Negative	-0.1	Her speech at first is low and breathless from the almost intolerable strain of being alone with a stranger.	-0.022483652
1710		Negative	-0.10256	THE LEGEND: 'I DON'T SUPPOSE YOU REMEMBER ME AT ALL ! '	-0.025043652
1711		Negative	-0.10256	"In her first speeches in this scene, before JIM's warmth overcomes her paralysing shyness, LAURA's voice is thin and breathless as though she has just run up a steep flight of stairs."	-0.025043652
1712		Positive	-0.076923	JIM's attitude is gently humorous.	0.000593348
1713		Negative	-0.076923	"In playing this scene it should be stressed that while the incident is apparently unimportant, it is to LAURA the climax of her her secret life.]"	0.000593348
1714	Jim	Neutral	-0.025641	"JIM: Hello, there, Laura."	0.051875348
1715	Laura	Neutral	-0.025641	LAURA [faintly]: Hello.	0.051875348
1716		Neutral	-0.025641	[She clears her throat.]	0.051875348
1717	Jim	Neutral	-0.076923	JIM: How are you feeling now?	0.000593348
1718	Jim	Positive	-0.076923	Better?	0.000593348
1719	Laura	Neutral	-0.076923	LAURA: Yes.	0.000593348
1720	Laura	Positive	-0.051282	"Yes, thank you."	0.026234348
1721	Jim	Positive	-0.051282	JIM: This is for you.	0.026234348
1722	Jim	Negative	-0.051282	A little dandelion wine.	0.026234348
1723		Neutral	-0.076923	[He extends it toward her with extravagant gallantry.]	0.000593348
1724	Laura	Positive	-0.076923	LAURA: Thank you.	0.000593348
1725	Jim	Neutral	-0.10256	JIM: Drink it - but don't get drunk!	-0.025043652
1726		Negative	-0.10256	[He laughs heartily.	-0.025043652
1727		Neutral	-0.10256	LAURA takes the glass uncertainly; laughs shyly.]	-0.025043652
1728	Jim	Neutral	-0.076923	Where shall I set the candles?	0.000593348
1729	Laura	None	-0.076923	"LAURA: Oh - oh, anywhere. . ."	0.000593348
1730		None	-0.051282	 	0.026234348
1731	Jim	Neutral	-0.051282	JIM : How about here on the floor?	0.026234348
1732	Jim	Neutral	0	Any objections?	0.077516348
1733	Laura	Neutral	-0.051282	LAURA-No.	0.026234348
1734	Jim	Positive	-0.025641	JIM: I'll spread a newspaper under to catch the drippings.	0.051875348
1735	Jim	Neutral	0	I like to sit on the floor.	0.077516348
1736	Jim	Neutral	0.025641	Mind if I do?	0.103157348
1737	Laura	Negative	0.025641	"LAURA: Oh, no."	0.103157348
